tooth_index,n,mae,bias,r
1,145,1.2650273596167154,-0.8391797957831568,0.6312255028053707
2,145,1.3080469148666387,0.6029637599737975,0.8078097736772696
3,145,1.0638200191411638,0.9205335516206841,0.8554090621226803
4,145,0.994708303318235,0.7155612064850184,0.823928363961074
5,145,1.253370693543036,0.2570374150815552,0.6235487060073063
6,145,1.0554920397063938,-0.6026590190930695,0.6591472212730837
