regioning,estimator,anchored,combo,px_per_mm_dev,scale_r2_dev,scale_resid_sd_mm,loo_px_per_mm_sd,loo_mae_dev,n_dev,mae_dev,rmse_dev,r_dev,r_p_dev,icc2_1_dev,icc2_1_ci_low_dev,icc2_1_ci_high_dev,icc3_1_dev,ba_bias_dev,ba_bias_ci_low_dev,ba_bias_ci_high_dev,ba_sd_dev,ba_loa_low_dev,ba_loa_high_dev,ba_prop_slope_dev,ba_prop_p_dev,threshold_agreement_dev,threshold_kappa_linear_dev,n_holdout,mae_holdout,rmse_holdout,r_holdout,r_p_holdout,icc2_1_holdout,icc2_1_ci_low_holdout,icc2_1_ci_high_holdout,icc3_1_holdout,ba_bias_holdout,ba_bias_ci_low_holdout,ba_bias_ci_high_holdout,ba_sd_holdout,ba_loa_low_holdout,ba_loa_high_holdout,ba_prop_slope_holdout,ba_prop_p_holdout,threshold_agreement_holdout,threshold_kappa_linear_holdout
A,p05,False,A_p05,13.392871061581163,0.6795919328587567,0.8382526651213068,0.055830610466052276,0.6463262434909929,87,0.6371001181736938,0.8515248751622804,0.8582385684539727,2.3911608465989396e-26,0.8525406545633849,0.7817344176766515,0.9014598657443089,0.856446821543811,0.17465314403046547,-0.004002739576391162,0.3533090276373221,0.8382526651213067,-1.4683220796072955,1.8176283676682266,-0.06957769078043179,0.24826770806842693,0.6781609195402298,0.6161946776718372,58,0.6068089357207189,0.8172412026212791,0.8297766831245054,8.304240801804207e-16,0.8270366548750561,0.7241272165492593,0.8939033990551642,0.8248390045531162,0.03747656646815451,-0.17905476169795317,0.2540078946342622,0.8235115656917743,-1.5766061022877231,1.651559235224032,0.11938621677699557,0.1473328043720841,0.7931034482758621,0.7622950819672131
A,p05,True,A_p05_lipanchored,15.633552187677378,0.6012342170634979,0.8650229120320564,0.0681794074306049,0.6806685342244929,87,0.6718366100558615,0.8903138012641272,0.8449482953004837,8.067270009805507e-25,0.829929402975208,0.7459287166820006,0.8870772035025305,0.8379105482941577,0.23020592813911445,0.04584453077105599,0.4145673255071729,0.8650229120320564,-1.465238979443716,1.9256508357219448,-0.14015744156765952,0.02777897365044894,0.6781609195402298,0.6095371669004208,58,0.589677773483003,0.7878546378259609,0.850122788162162,3.1319110882654035e-17,0.8371939136484113,0.732502987395362,0.9020091085300758,0.8470877948098416,0.23337725027688966,0.033790498935722724,0.4329640016180566,0.7590679809723062,-1.2543959924288306,1.7211504929826098,0.0914129105273526,0.23363525047682865,0.7931034482758621,0.7698412698412699
A,p10,False,A_p10,14.64166815127369,0.6735792925267103,0.8161576014239968,0.06119557566186551,0.6393741928816451,87,0.6302461978027736,0.833750893905456,0.86394413361264,4.722471464905487e-27,0.8548418428357574,0.7837123739039928,0.9034393583044275,0.860055014604756,0.1915301455076568,0.01758335892182955,0.36547693209348403,0.8161576014239968,-1.408138753283377,1.7911990442986905,-0.10190903426776837,0.08494639811115533,0.6666666666666666,0.5989663360804582,58,0.5623726493397275,0.7689502180868947,0.8439327201449931,8.916966560603106e-17,0.8418180904222756,0.7471318917995284,0.9031136723833976,0.841392824636626,0.09131172935297464,-0.11119618220363507,0.29381964090958435,0.7701777323557661,-1.418236626064327,1.6008600847702763,0.08420260947670948,0.28269471419904685,0.7586206896551724,0.7245590230664858
A,p10,True,A_p10_lipanchored,16.846150165018656,0.5931562118115525,0.8510845993077218,0.07385960753204909,0.6735498673702189,87,0.6648690645412867,0.8797980518644357,0.8497562762105142,2.349464946043183e-25,0.830989344692117,0.7456244714847342,0.8883553700188457,0.8401059933407891,0.24088466416099572,0.05949392430393288,0.4222754040180585,0.8510845993077218,-1.4272411504821392,1.9090104788041304,-0.16333845801935315,0.009380308538600748,0.7126436781609196,0.6484603594816776,58,0.5482781634969467,0.7601177926488494,0.8597170375211444,5.61819395659823e-18,0.8445860728665122,0.7350864359007195,0.9085763879332347,0.8583232393388036,0.26160276296215046,0.07231052779760808,0.45089499812669287,0.7199158951912228,-1.149432391612646,1.672637917536947,0.061258988505605474,0.40710775719978054,0.7758620689655172,0.7518104015799868
A,p25,False,A_p25,17.035765060458942,0.6415968041121887,0.8020234061846045,0.072711769612584,0.635670003461588,87,0.6269811323559422,0.8284831855264176,0.8678420533129276,1.4938673937821263e-27,0.8503306277307818,0.7735340504855083,0.9014821224456258,0.8584060846445186,0.22480308182572617,0.05386870097940233,0.39573746267205,0.8020234061846045,-1.3471627942960986,1.7967689579475512,-0.1582681560557791,0.007099433937629052,0.735632183908046,0.6822141050856982,58,0.5370693544055085,0.7438637773605311,0.8494405005165412,3.522802475362453e-17,0.8431199485735584,0.7462454324799472,0.9046303101827787,0.8493493709063146,0.18698465981729506,-0.003977605998832318,0.37794692563342247,0.7262673528222636,-1.2364993517143417,1.6104686713489318,0.01584081987704187,0.8361808573175691,0.7931034482758621,0.7495016611295682
A,p25,True,A_p25_lipanchored,19.25187130034897,0.5554552905787338,0.845637688044952,0.08525552365101154,0.6818501938004208,87,0.673508800643823,0.8818088315136007,0.8522501383112511,1.2180365551030519e-25,0.8247681190771643,0.7324594028938753,0.8853798081078385,0.8365474786234495,0.26590090588229576,0.08567106032962199,0.4461307514349695,0.845637688044952,-1.39154896268581,1.9233507744504017,-0.20808279277022254,0.0009315036708644804,0.7701149425287356,0.7173329566322927,58,0.5338086295714106,0.7504508683131911,0.8641527803740737,2.4306109723823603e-18,0.8412145421140736,0.7013709435024429,0.9119485649086595,0.8641525211761728,0.31973743254861686,0.13966305799371317,0.4998118071035206,0.6848585439651277,-1.0225853136230334,1.6620601787202671,0.0008309674125061261,0.9908513917478643,0.7586206896551724,0.7216890595009597
A,median,False,A_median,20.651602742893857,0.45304697290560414,0.8577240679680246,0.09075907156001987,0.740311264004225,87,0.7310421643543582,0.9078703470971495,0.8515526631174246,1.4654793467736148e-25,0.8046148511509505,0.6939827504897691,0.8744235823528269,0.8218642367261201,0.31143892481960667,0.12863312219025336,0.49424472744896,0.8577240679680247,-1.3697002483977219,1.992578098036935,-0.28734135683884054,7.585322239526837e-06,0.7011494252873564,0.650702609693146,58,0.5251436119243715,0.7276837733273287,0.8468401320937607,5.486296195233968e-17,0.826421694961509,0.714614194050862,0.8955760779301731,0.8377207534071776,0.22263602112678746,0.0388854427430107,0.4063865995105642,0.6988398758885848,-1.1470901356148386,1.5923621778684136,-0.1592850535924653,0.041945616417235945,0.7758620689655172,0.7253044654939107
A,median,True,A_median_lipanchored,22.896560943891554,0.3684525034421665,0.9002549976215279,0.10355413454658204,0.7667020274603786,87,0.7577870695178123,0.9556393859136642,0.8343719403850938,1.0564448119842604e-23,0.7810549547406445,0.6584157441609929,0.8589640500031719,0.8007885173716224,0.33481815445813773,0.14294778080619408,0.5266885281100814,0.9002549976215279,-1.429681640880057,2.0993179497963323,-0.31192505508763424,4.628709351495936e-06,0.7011494252873564,0.6575766095023897,58,0.5314180036981409,0.7543677814888065,0.8524135094337429,2.1011136803407363e-17,0.8177525078899714,0.6612311656464185,0.8983470374387152,0.8439819641093179,0.3243156873145067,0.14366685830568743,0.5049645163233261,0.687043308131908,-1.0222891966240328,1.6709205712530464,-0.15217389074699275,0.04731895136099002,0.7413793103448276,0.6959370904325033
A,min,False,A_min,10.897657568908837,0.703824776027659,0.9003761226935028,0.04749227266631858,0.6730002078183442,87,0.6626445031077777,0.9018459635854263,0.8498512508488157,2.2919135960559063e-25,0.8489968342588179,0.7781217229730832,0.8985779642565008,0.849414587346828,0.10939427782672115,-0.08250191108076654,0.30129046673420884,0.9003761226935028,-1.6553429226525442,1.8741314783059866,0.03466226265670381,0.5762719658324177,0.6781609195402298,0.6412864211105003,58,0.7573335795657388,0.9896953652690653,0.7838563820516361,3.451063027367653e-13,0.771251868551837,0.6414977622864987,0.8580519708787007,0.768459859135284,-0.03998201265560189,-0.30226762225872306,0.2223035969475193,0.9975241682210133,-1.995129382368788,1.9151653570575842,0.22304871084087471,0.018581657058659256,0.7413793103448276,0.6395027624309393
A,min,True,A_min_lipanchored,13.625427539534178,0.6341445128869816,0.9029152652280117,0.06303972140772933,0.6901074913941276,87,0.6803336529579714,0.9171257962392992,0.8360216369774409,7.158884026793244e-24,0.8303209108359991,0.7504219253680725,0.8861144248983437,0.8346758273628944,0.18770857277363456,-0.004728780835119906,0.38014592638238903,0.9029152652280117,-1.5820053470732685,1.9574224926205375,-0.06182923302256704,0.34251048551234076,0.6551724137931034,0.6130108423686405,58,0.6766172260696193,0.8800812176813595,0.8186008345317303,4.203935151716594e-15,0.8078416518023634,0.6961799503970856,0.8814529950465612,0.8103751495674043,0.16043184333666632,-0.06908356660377374,0.3899472532771064,0.8728926026142835,-1.5504376577873293,1.8713013444606619,0.1562185527422368,0.06798534744083555,0.7068965517241379,0.6547619047619048
A,max,False,A_max,34.799558472318864,-0.6512524083407962,1.0977271487951394,0.17101841789012903,1.0134737591616318,87,1.002070898980734,1.2011891681719142,0.7526418571733149,4.255466853496188e-17,0.6128932298863943,0.4094070564332988,0.7477197519680414,0.6546699635660336,0.5016982713623522,0.26774087177704886,0.7356556709476556,1.0977271487951397,-1.6498469402761216,2.6532434830008262,-0.5963155901483255,7.409731688756257e-12,0.5057471264367817,0.4316886726893676,58,0.7979745225933587,1.0018520872853538,0.7631727974017376,3.2991949448044025e-12,0.6197827973801626,0.3261442185194438,0.784213642727664,0.6842595129079811,0.5116281584223852,0.28316654614025405,0.7400897707045163,0.8688848012172931,-1.191386051963509,2.2146423688082795,-0.5258626142224087,4.3215529074692174e-07,0.5517241379310345,0.4344317417619369
A,max,True,A_max_lipanchored,37.00455040301435,-0.6423469728030458,1.1259343541076692,0.18506396449756626,1.0293403588973238,87,1.0179699752975502,1.2279805651490792,0.728498412858888,1.274889297614493e-15,0.6004957247728001,0.39853377428946224,0.7371295344154248,0.6413081947732937,0.504757057189057,0.2647878864530341,0.7447262279250798,1.1259343541076692,-1.7020742768619745,2.711588391240088,-0.5780624487050804,1.7632081813842724e-10,0.4827586206896552,0.42431761786600497,58,0.8080964436881468,1.0091127290322954,0.7813755113983307,4.582593544358114e-13,0.6291666595013804,0.27991732236718414,0.8024597732869675,0.7099539952057021,0.5697748762983303,0.3488714128412048,0.7906783397554559,0.8401396629256318,-1.076898863035908,2.2164486156325687,-0.48852535764327204,9.305555186077393e-07,0.6379310344827587,0.5532734274711169
B,p05,False,B_p05,12.998780875121467,0.6957858977468163,0.8265998750700148,0.054299406093313074,0.6380014322625399,87,0.6286713217470485,0.8379444552844557,0.8629928744747833,6.220297705101918e-27,0.8584167024867005,0.7904546442384758,0.905379608453378,0.8616978091185458,0.1635151504209478,-0.012657186649498497,0.3396874874913941,0.8265998750700148,-1.456620604716281,1.7836509055581766,-0.05883219470011907,0.31972925484416265,0.6896551724137931,0.6182590233545647,58,0.6341359517910573,0.8148277857853461,0.8317859996342027,6.127069521719714e-16,0.8273390873978085,0.7253673433231944,0.893899893324427,0.8273807733074385,0.10787824843860182,-0.10633853479806922,0.32209503167527287,0.8147088924950251,-1.4889511808516473,1.704707677728851,0.11249117994114272,0.16912702519656686,0.7241379310344828,0.6755244755244756
B,p05,True,B_p05_lipanchored,15.314517420674045,0.6100011030070039,0.8739148632842069,0.06880429152393713,0.6625130227084937,87,0.6533265106267241,0.8963698846571485,0.8423665988071386,1.538029265182047e-24,0.8301094127233386,0.7474387571000646,0.8868131642587066,0.8371458452905985,0.22029583581991594,0.03403930650174056,0.40655236513809134,0.8739148632842071,-1.49257729621713,1.9331689678569617,-0.12101617739547893,0.059035308193566643,0.7241379310344828,0.6724306233440245,58,0.5765604615729604,0.7945185254721455,0.8534771442845932,1.7416411519179882e-17,0.8346878146935841,0.7154386479071142,0.9033547044318626,0.8508033841053766,0.2862986382731629,0.0897230654229852,0.48287421112334056,0.7476158722419257,-1.1790284713210115,1.7516257478673374,0.08546918877675307,0.2594148768202251,0.7068965517241379,0.667515923566879
