uid,e_total,e_seg,e_meas,gingiva_mask_iou,gingiva_boundary_iou,gingiva_top_edge_bias_px,gingiva_bottom_edge_bias_px,gingiva_thickness_mae_px,gingiva_columns_missed_frac,gingiva_columns_spurious_frac
high/IMG_8552_jpg,0.260718423563034,-0.024739444173960123,0.2854578677369941,0.8378304142700187,0.4618881903906601,-2.129511677282378,-0.6507430997876857,8.105095541401274,0.03186022610483042,0.004228329809725159
high/IMG_8587_jpg,-0.14980535994901656,-0.2572902194091826,0.10748485946016606,0.8195627423004309,0.36902670638254537,2.511458333333333,-3.5989583333333335,9.777083333333334,0.021406727828746176,0.0
high/IMG_6905_jpg,0.2645467674452665,0.2622381082439744,0.002308659201292085,0.718725635166017,0.3866492064976772,-4.0625724217844725,2.4611819235225956,10.057937427578215,0.07995735607675906,0.0
high/IMG_2641_jpg,0.22870145626264282,-0.2943993856701219,0.5231008419327647,0.8307802381258141,0.2504313021875647,7.247115384615385,2.542307692307692,11.449038461538462,0.013282732447817837,0.022556390977443608
high/IMG_8611_jpg,0.10480830493245197,0.29192544125272635,-0.18711713632027438,0.8506950680699737,0.4782525142527705,-2.3661087866108788,0.8797071129707112,6.657949790794979,0.008298755186721992,0.0
high/IMG_6791_jpg,0.26525663907723906,-0.153384553878551,0.41864119295579005,0.7856326763781777,0.3283999639021749,5.329954954954955,5.536036036036036,5.4808558558558556,0.0,0.03791982665222102
high/IMG_7322_jpg,0.06907509509842336,0.6382776596881643,-0.569202564589741,0.754502279029739,0.38412261741010023,0.2157190635451505,1.882943143812709,6.760869565217392,0.32122587968217936,0.001669449081803005
high/IMG_6900_jpg,0.4931258703336461,-0.03463522184354395,0.52776109217719,0.8247286061794286,0.48367604101036715,0.5227743271221532,2.099378881987578,7.346790890269151,0.05386875612144956,0.014285714285714285
high/IMG_7323_jpg,-0.3284077099982978,0.37109166260939785,-0.6994993726076957,0.8569067006221448,0.3825870267246421,-0.4407826982492276,4.105046343975284,9.897013388259527,0.007157464212678937,0.012207527975584944
high/IMG_7024_jpg,0.009772761278217912,0.11874933203500726,-0.10897657075678935,0.8255960131100436,0.5146057260901843,-2.0430733410942956,-1.1455180442374855,6.9790454016298025,0.03374578177727784,0.0
high/IMG_8577_jpg,0.45717397370889823,0.05937466601750385,0.3977993076913944,0.8403616276261773,0.4606249154605708,-2.4342235410484667,-0.35410484668644904,6.4777448071216615,0.0,0.038058991436726926
high/IMG_7350_jpg,-0.09585978870535505,0.1039056655306313,-0.19976545423598635,0.67675667263248,0.3303603424248457,-3.6700680272108843,2.8435374149659864,8.238095238095237,0.2442159383033419,0.016722408026755852
high/IMG_8560_jpg,-0.8731598049344305,0.11874933203500726,-0.9919091369694377,0.8689527880318633,0.5403937780269058,1.288888888888889,1.776608187134503,5.266666666666667,0.0,0.0034965034965034965
high/IMG_2969_jpg,0.6514304762244045,0.38346138469637747,0.26796909152802706,0.7690153785575219,0.38959925708979215,1.856020942408377,-1.9476439790575917,8.047120418848168,0.140607424071991,0.0
high/IMG_6868-_jpg,0.589854627067723,0.09895777669583916,0.4908968503718838,0.8667087482448117,0.4344392666796886,0.5010615711252654,-0.16985138004246284,8.401273885350319,0.004228329809725159,0.0
high/IMG_2675_jpg,0.0063239818234355205,0.26718599707876645,-0.2608620152553309,0.7365806680521061,0.3723425458410842,-0.3333333333333333,-2.489308176100629,9.569811320754717,0.08410138248847926,0.0
high/IMG_3684-_jpg,-0.7340893450182675,-0.26718599707876645,-0.46690334793950106,0.7745489315706328,0.40406869383232796,1.9549436795994994,-2.230287859824781,9.246558197747184,0.19536757301107754,0.0
high/IMG_3858-_jpg,0.9762031919820451,0.3315085519310621,0.644694640050983,0.8505500063219118,0.44330358681046067,-0.21552723059096177,3.9049826187717267,7.4785631517960605,0.0,0.0023121387283236996
high/IMG_8606_jpg,1.1406057403427106,0.7421833252187962,0.3984224151239144,0.8063513942218284,0.3271430163861331,-1.5140086206896552,5.830818965517241,16.521551724137932,0.05209397344228805,0.0
high/IMG_7276_jpg,0.057443526775995846,-0.14843666504375896,0.2058801918197548,0.81739355172191,0.3420138888888889,3.848722986247544,1.8516699410609037,10.350687622789783,0.008763388510223954,0.0
high/IMG_3570_jpg,0.6811169641337442,1.1009052657412135,-0.41978830160746927,0.0,0.03629380109271659,48.717161016949156,77.31461864406779,30.777542372881356,0.25257323832145684,0.0
high/IMG_8633_jpg,-0.3394262408315618,0.2523423305743906,-0.5917685714059524,0.7621332602138744,0.4174571205821206,0.6169527896995708,4.184549356223176,8.61266094420601,0.022035676810073453,0.012711864406779662
high/IMG_8593_jpg,-0.22220523644971157,0.31666488542668625,-0.5388701218763978,0.8057892628205128,0.5043494085532302,-1.41086186540732,3.7768595041322315,7.301062573789847,0.00819672131147541,0.01853997682502897
high/IMG_7309_jpg,-0.2739720266156831,0.05442677718271138,-0.3283988037983945,0.8467079646017699,0.46545087398245727,-1.9871106337271751,-1.4156820622986037,7.230934479054779,0.0064034151547491995,0.0
high/IMG_3693-_jpg,0.4735800845495248,0.12369722086979928,0.34988286367972554,0.8542215111628245,0.4761213204490867,0.6242236024844721,1.0900621118012421,8.797101449275363,0.012269938650306749,0.008213552361396304
high/IMG_7289_jpg,0.27376706328943623,0.10885355436542365,0.16491350892401258,0.8703341265259571,0.3335439979181382,-4.232118758434548,0.21997300944669365,10.022941970310391,0.006702412868632708,0.0
high/IMG_3800-_jpg,1.340227066535252,0.0766922769392755,1.2635347895959765,0.8193222354340072,0.3237227777016847,-2.1507692307692308,7.0605128205128205,13.430769230769231,0.0,0.024024024024024024
high/IMG_3595-_jpg,0.40156396234854563,0.39583110678335753,0.0057328555651881,0.8321098388996067,0.3450131366208569,-4.226487523992322,2.4222648752399234,9.873320537428024,0.01975540921919097,0.0
high/IMG_3792-_jpg,0.7706852885410851,0.3562479961050218,0.4144372924360633,0.867931569311145,0.40369247726646457,-2.6418786692759295,1.2328767123287672,8.373776908023483,0.0210727969348659,0.0
high/IMG_3552_jpg,0.028514877312148634,-0.039583110678335975,0.06809798799048461,0.6980454153492383,0.3654094827586207,1.0832137733142038,4.137733142037303,8.6987087517934,0.21064552661381652,0.0
high/IMG_6907_jpg,0.6252472875673414,0.6283818820185805,-0.003134594451239092,0.8475849779243577,0.3691573645922304,-5.105882352941176,1.8741176470588234,9.907058823529411,0.0196078431372549,0.0
high/IMG_2739-_jpg,1.0441991841920895,0.3958311067833584,0.648368077408731,0.8410917397531039,0.3583223770707336,-4.770139634801289,-2.3813104189044036,10.081632653061224,0.008519701810436636,0.0042780748663101605
high/gummy30_JPG,0.38262676095363646,-0.5195283276531568,0.9021550886067933,0.7344770056579139,0.3094370410660865,0.685370741482966,-0.9458917835671342,8.889779559118237,0.023483365949119372,0.04038461538461539
high/IMG_3866-_jpg,0.09799599221004385,-0.2770817747483505,0.37507776695839434,0.6619919862621637,0.3555309598475066,0.03413400758533502,-3.5297092288242733,12.489254108723136,0.08554913294797688,0.0
high/IMG_6488-_jpg,0.21203528042654796,0.20286344222647035,0.009171838200077609,0.8929412318704087,0.4152889069209183,-2.6014851485148514,-1.6967821782178218,7.459158415841584,0.0,0.018226002430133656
high/IMG_2761-_jpg,0.7415190671844147,0.2721338859135587,0.46938518127085604,0.8409002253814147,0.3136936712020971,4.666320166320166,4.108108108108108,9.797297297297296,0.009268795056642637,0.002074688796680498
high/IMG_6931_jpg,0.28975405825842326,0.11380144320021568,0.17595261505820758,0.8941637473364874,0.41695648813664116,0.8402010050251256,2.2814070351758793,9.825125628140704,0.01873767258382643,0.0
high/IMG_6703_jpg,-0.17177480574588389,0.16822822038292706,-0.34000302612881095,0.8601649336679813,0.4847605224963715,0.16666666666666666,2.625,6.849206349206349,0.0,0.0
high/IMG_8579_jpg,-1.535708616847363,0.1929676645568854,-1.7286762814042484,0.8862568575045716,0.33483500717360115,-1.4549356223175967,1.9581545064377683,7.256437768240343,0.01166489925768823,0.0032085561497326204
high/IMG_6617-_jpg,0.3987266212252565,-0.1781239980525111,0.5768506192777676,0.9185545262771714,0.5614787200994098,-0.3242392444910808,-0.5823714585519413,5.855194123819517,0.0,0.0041797283176593526
high/IMG_7280_jpg,0.23905799123629934,0.3661437737746059,-0.12708578253830655,0.6871658713357971,0.3762552139657037,-5.17877094972067,2.6885474860335195,9.462290502793296,0.1278928136419001,0.012413793103448275
high/IMG_2862_jpg,0.028074740829583167,0.3117169965918949,-0.2836422557623117,0.8298096714354687,0.33851934169444886,1.4994617868675997,-0.15285252960172227,10.694294940796555,0.06256306760847628,0.0
