fraction,run,n_train_images,split,evaluator,source,val/segm_mAP_50,val/mAP_50_95,val/mAP_50,val/mAP_75,val/mAR,val/segm_mAP_50_95,val/F1,val/precision,val/recall,resolution
0.25,lc25,211,val,,outputs/08_architecture/rfdetr_metrics_lc25_s42.json,0.7599020004272461,0.5071655511856079,0.8093750476837158,0.5257275104522705,0.6569745540618896,0.44213178753852844,0.8050274848937988,0.8426474332809448,0.7748006582260132,
0.5,lc50,423,val,,outputs/08_architecture/rfdetr_metrics_lc50_s42.json,0.7868033051490784,0.5251409411430359,0.8294464945793152,0.543854832649231,0.6558116674423218,0.4613841474056244,0.8217350244522095,0.8498985767364502,0.7974093556404114,
0.75,lc75,635,val,,outputs/08_architecture/rfdetr_metrics_lc75_s42.json,0.7762786149978638,0.5181394219398499,0.8270694613456726,0.5518218874931335,0.6690799593925476,0.4561706781387329,0.8130183815956116,0.837715208530426,0.7913404107093811,
1.0,final (reused),846,val,"rfdetr model.evaluate (pycocotools, iouType=segm)",outputs/08_architecture/rfdetr_metrics_rfdetr-seg-large_s42_val.json,0.8036566376686096,0.5476966500282288,0.8479864597320557,0.5802024602890015,0.693636417388916,0.47917306423187256,0.8255049586296082,0.8417981266975403,0.8104708194732666,624.0
