n,mae_a,mae_b,diff_mae_mm,ci_low,ci_high,sd_paired_mm,excludes_zero,model_a,model_b
29,0.9554610808061964,2.2816072959727514,-1.3261462151665544,-1.9163387173326296,-0.7390962159480958,1.7169374490352842,True,yolo11x-seg,rfdetr-seg-large
29,0.9554610808061964,1.001477590278419,-0.04601650947222254,-0.0974736606391524,0.004837705971090906,0.14372142751643063,False,yolo11x-seg,yolo26x-seg
