model,seed,settings,conf,max_det,class,box_precision,box_recall,box_f1,box_map50,box_map50_95,seg_precision,seg_recall,seg_f1,seg_map50,seg_map50_95
yolo26x-seg,44,standard,0.001,300,diseti,0.6286495773381185,0.6261322407745598,0.627388383922773,0.6092014449829544,0.25818664379538014,0.6398044264915982,0.4957748040876719,0.5586557162312508,0.5433347887462281,0.21472560693144938
yolo26x-seg,44,standard,0.001,300,dudak,0.9427055613917291,0.9947368421052631,0.9680225347409496,0.9924749712491349,0.72399387007394,0.9669685126374462,0.9947368421052631,0.9806561442580691,0.9933555457039149,0.6977370351535588
yolo26x-seg,44,standard,0.001,300,all,0.7856775693649238,0.8104345414399114,,0.8008382081160446,0.49109025693466,0.8033864695645222,0.7452558230964675,,0.7683451672250715,0.4562313210425041
yolo26x-seg,44,operating_point,0.25,20,diseti,0.624,0.6678082191780822,0.6451612903225806,0.5500172422077811,0.23851191067489425,0.5568,0.5958904109589042,0.575682382133995,0.4743995271381274,0.1893972685925497
yolo26x-seg,44,operating_point,0.25,20,dudak,0.9593908629441624,0.9947368421052631,0.9767441860465116,0.9926272231423194,0.7182521940797579,0.9593908629441624,0.9947368421052631,0.9767441860465116,0.9934575534759357,0.6967485501170017
yolo26x-seg,44,operating_point,0.25,20,all,0.7916954314720812,0.8312725306416726,,0.7713222326750503,0.47838205237732606,0.7580954314720811,0.7953136265320837,,0.7339285403070315,0.44307290935477567
