model,seed,settings,conf,max_det,class,box_precision,box_recall,box_f1,box_map50,box_map50_95,seg_precision,seg_recall,seg_f1,seg_map50,seg_map50_95
yolo11x-seg,43,standard,0.001,300,diseti,0.6504578904521819,0.6061643835616438,0.6275305067438524,0.6013084891925143,0.2521543281236768,0.5976164853692352,0.4897260273972603,0.5383185957520606,0.5183829597410711,0.20598874975291995
yolo11x-seg,43,standard,0.001,300,dudak,0.952774369283001,1.0,0.9758161355147554,0.9918650265957449,0.7201995360741054,0.9428329926502091,0.9789473684210527,0.9605508472372641,0.9801053746638378,0.6849288310723505
yolo11x-seg,43,standard,0.001,300,all,0.8016161298675915,0.803082191780822,,0.7965867578941297,0.48617693209889107,0.7702247390097221,0.7343366979091565,,0.7492441672024545,0.44545879041263514
yolo11x-seg,43,operating_point,0.25,20,diseti,0.6748582230623819,0.6113013698630136,0.6415094339622641,0.5140235598064367,0.2204280653840769,0.5784499054820416,0.523972602739726,0.549865229110512,0.4164630240404318,0.167731908774338
yolo11x-seg,43,operating_point,0.25,20,dudak,0.9743589743589743,1.0,0.9870129870129869,0.9919999999999997,0.7135433201669209,0.958974358974359,0.9842105263157894,0.9714285714285715,0.9803507649079057,0.6850325201594922
yolo11x-seg,43,operating_point,0.25,20,all,0.8246085987106782,0.8056506849315068,,0.7530117799032181,0.46698569277549884,0.7687121322282002,0.7540915645277577,,0.6984068944741688,0.42638221446691515
